exp_id,year,month,state,district,department,scheme,budget_allocated,amount_spent,cumulative_rate,utilization_rate,project_count,pattern_type
6482,2024,6,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,199572.55,0.0097,0.16,4,march_rush
6483,2024,7,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,199572.55,0.0113,0.16,6,march_rush
6484,2024,8,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,199572.55,0.0129,0.16,16,march_rush
6485,2024,9,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,12323604.77,0.1128,9.98,12,march_rush
6486,2024,10,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,33877439.84,0.3872,27.44,15,march_rush
6487,2024,11,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,33877439.84,0.6616,27.44,7,march_rush
6488,2024,12,Maharashtra,Pune,Infrastructure,PMGSY,123446936.23,33877439.84,0.936,27.44,4,march_rush
6489,2024,1,Maharashtra,Pune,Water Supply,JJM,51576177.03,2572704.42,0.0499,4.99,5,normal
6490,2024,2,Maharashtra,Pune,Water Supply,JJM,51576177.03,3325843.27,0.1144,6.45,11,normal
6491,2024,3,Maharashtra,Pune,Water Supply,JJM,51576177.03,2051911.42,0.1541,3.98,20,normal
6492,2024,4,Maharashtra,Pune,Water Supply,JJM,51576177.03,3160857.5,0.2154,6.13,13,normal
6493,2024,5,Maharashtra,Pune,Water Supply,JJM,51576177.03,3394104.42,0.2812,6.58,14,normal
6494,2024,6,Maharashtra,Pune,Water Supply,JJM,51576177.03,1304559.18,0.3065,2.53,19,normal
6495,2024,7,Maharashtra,Pune,Water Supply,JJM,51576177.03,3134603.41,0.3673,6.08,16,normal
6496,2024,8,Maharashtra,Pune,Water Supply,JJM,51576177.03,121289.84,0.3697,0.24,9,normal
6497,2024,9,Maharashtra,Pune,Water Supply,JJM,51576177.03,3016504.16,0.4282,5.85,4,normal
6498,2024,10,Maharashtra,Pune,Water Supply,JJM,51576177.03,7327835.78,0.5702,14.21,15,normal
6499,2024,11,Maharashtra,Pune,Water Supply,JJM,51576177.03,105566.64,0.5723,0.2,15,normal
6500,2024,12,Maharashtra,Pune,Water Supply,JJM,51576177.03,2221006.12,0.6153,4.31,15,normal
6501,2024,1,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,1291080.39,0.0162,1.62,20,healthy
6502,2024,2,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,1144104.51,0.0305,1.43,12,healthy
6503,2024,3,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,2032798.29,0.0559,2.54,5,healthy
6504,2024,4,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,3351115.34,0.0979,4.19,24,healthy
6505,2024,5,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,4896486.07,0.1592,6.13,12,healthy
6506,2024,6,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,6025496.19,0.2346,7.54,16,healthy
6507,2024,7,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,6025496.19,0.31,7.54,4,healthy
6508,2024,8,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,4896486.07,0.3713,6.13,21,healthy
6509,2024,9,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,3351115.34,0.4132,4.19,12,healthy
6510,2024,10,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,2032798.29,0.4387,2.54,11,healthy
6511,2024,11,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,1144104.51,0.453,1.43,8,healthy
6512,2024,12,Maharashtra,Pune,Social Welfare,PMAY,79892835.41,616918.36,0.4607,0.77,14,healthy
6513,2024,1,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,6068828.88,0.0616,6.16,8,normal
6514,2024,2,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,7959802.92,0.1424,8.08,10,normal
6515,2024,3,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,6013170.61,0.2035,6.11,24,normal
6516,2024,4,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,7684287.19,0.2815,7.8,8,normal
6517,2024,5,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,8484707.8,0.3677,8.62,22,normal
6518,2024,6,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,5459974.99,0.4231,5.54,21,normal
6519,2024,7,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,3938847.52,0.4631,4.0,10,normal
6520,2024,8,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,8501184.09,0.5494,8.63,8,normal
6521,2024,9,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,4661254.68,0.5968,4.73,13,normal
6522,2024,10,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,4710147.85,0.6446,4.78,20,normal
6523,2024,11,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,11489987.88,0.7613,11.67,8,normal
6524,2024,12,Maharashtra,Pune,Rural Development,MGNREGS,98485428.32,3825220.74,0.8001,3.88,17,normal
6525,2024,1,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,2188827.63,0.0289,2.89,24,healthy
6526,2024,2,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,1939652.69,0.0545,2.56,22,healthy
6527,2024,3,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,3446295.91,0.0999,4.55,9,healthy
6528,2024,4,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,5681299.1,0.1748,7.49,14,healthy
6529,2024,5,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,8301236.77,0.2843,10.95,6,healthy
6530,2024,6,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,10215299.26,0.4191,13.47,21,healthy
6531,2024,7,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,10215299.26,0.5538,13.47,21,healthy
6532,2024,8,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,8301236.77,0.6633,10.95,7,healthy
6533,2024,9,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,5681299.1,0.7383,7.49,9,healthy
6534,2024,10,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,3446295.91,0.7837,4.55,14,healthy
6535,2024,11,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,1939652.69,0.8093,2.56,8,healthy
6536,2024,12,Maharashtra,Pune,Urban Development,AMRUT,75814578.84,1045889.91,0.8231,1.38,4,healthy
6537,2024,1,Maharashtra,Nagpur,Health,NHM,106883419.87,3064624.86,0.0287,2.87,17,healthy
6538,2024,2,Maharashtra,Nagpur,Health,NHM,106883419.87,2715749.64,0.0541,2.54,13,healthy
6539,2024,3,Maharashtra,Nagpur,Health,NHM,106883419.87,4825233.36,0.0992,4.51,18,healthy
6540,2024,4,Maharashtra,Nagpur,Health,NHM,106883419.87,7954509.63,0.1736,7.44,24,healthy
6541,2024,5,Maharashtra,Nagpur,Health,NHM,106883419.87,11622740.97,0.2824,10.87,12,healthy
6542,2024,6,Maharashtra,Nagpur,Health,NHM,106883419.87,14302661.21,0.4162,13.38,8,healthy
6543,2024,7,Maharashtra,Nagpur,Health,NHM,106883419.87,14302661.21,0.55,13.38,10,healthy
6544,2024,8,Maharashtra,Nagpur,Health,NHM,106883419.87,11622740.97,0.6588,10.87,7,healthy
6545,2024,9,Maharashtra,Nagpur,Health,NHM,106883419.87,7954509.63,0.7332,7.44,8,healthy
6546,2024,10,Maharashtra,Nagpur,Health,NHM,106883419.87,4825233.36,0.7783,4.51,9,healthy
6547,2024,11,Maharashtra,Nagpur,Health,NHM,106883419.87,2715749.64,0.8037,2.54,4,healthy
6548,2024,12,Maharashtra,Nagpur,Health,NHM,106883419.87,1464373.06,0.8174,1.37,23,healthy
6549,2024,1,Maharashtra,Nagpur,Education,SSA,91087387.75,6968864.84,0.0765,7.65,19,normal
6550,2024,2,Maharashtra,Nagpur,Education,SSA,91087387.75,5862290.79,0.1409,6.44,19,normal
6551,2024,3,Maharashtra,Nagpur,Education,SSA,91087387.75,6421855.09,0.2114,7.05,8,normal
6552,2024,4,Maharashtra,Nagpur,Education,SSA,91087387.75,9414753.23,0.3147,10.34,9,normal
6553,2024,5,Maharashtra,Nagpur,Education,SSA,91087387.75,4466472.58,0.3638,4.9,10,normal
6554,2024,6,Maharashtra,Nagpur,Education,SSA,91087387.75,9874948.93,0.4722,10.84,11,normal
6555,2024,7,Maharashtra,Nagpur,Education,SSA,91087387.75,4730782.01,0.5241,5.19,5,normal
6556,2024,8,Maharashtra,Nagpur,Education,SSA,91087387.75,7158716.17,0.6027,7.86,17,normal
6557,2024,9,Maharashtra,Nagpur,Education,SSA,91087387.75,8379137.89,0.6947,9.2,4,normal
6558,2024,10,Maharashtra,Nagpur,Education,SSA,91087387.75,8797193.6,0.7913,9.66,12,normal
6559,2024,11,Maharashtra,Nagpur,Education,SSA,91087387.75,1086435.24,0.8032,1.19,17,normal
6560,2024,12,Maharashtra,Nagpur,Education,SSA,91087387.75,9140658.65,0.9036,10.04,11,normal
6561,2024,1,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,1686421.73,0.0238,2.38,10,healthy
6562,2024,2,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,1494440.4,0.0449,2.11,6,healthy
6563,2024,3,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,2655260.84,0.0824,3.75,9,healthy
6564,2024,4,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,4377259.37,0.1443,6.18,18,healthy
6565,2024,5,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,6395837.6,0.2346,9.03,23,healthy
6566,2024,6,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,7870561.57,0.3458,11.12,19,healthy
6567,2024,7,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,7870561.57,0.4569,11.12,14,healthy
6568,2024,8,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,6395837.6,0.5473,9.03,18,healthy
6569,2024,9,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,4377259.37,0.6091,6.18,11,healthy
6570,2024,10,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,2655260.84,0.6466,3.75,17,healthy
6571,2024,11,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,1494440.4,0.6677,2.11,16,healthy
6572,2024,12,Maharashtra,Nagpur,Agriculture,PMKSY,70798859.9,805824.75,0.6791,1.14,5,healthy
6573,2024,1,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.001,0.1,16,march_rush
6574,2024,2,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0019,0.1,14,march_rush
6575,2024,3,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0029,0.1,16,march_rush
6576,2024,4,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0039,0.1,23,march_rush
6577,2024,5,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0049,0.1,22,march_rush
6578,2024,6,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0058,0.1,23,march_rush
6579,2024,7,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0068,0.1,21,march_rush
6580,2024,8,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,132285.58,0.0078,0.1,20,march_rush
6581,2024,9,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,4938707.01,0.044,3.62,24,march_rush
6582,2024,10,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,13483456.22,0.143,9.89,5,march_rush
6583,2024,11,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,13483456.22,0.2419,9.89,20,march_rush
6584,2024,12,Maharashtra,Nagpur,Infrastructure,PMGSY,136274026.33,13483456.22,0.3408,9.89,7,march_rush
6585,2024,1,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,1370997.7,0.0253,2.53,11,healthy
6586,2024,2,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,1214924.08,0.0477,2.24,20,healthy
6587,2024,3,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,2158627.62,0.0875,3.98,21,healthy
6588,2024,4,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,3558547.93,0.1532,6.57,16,healthy
6589,2024,5,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,5199576.43,0.2491,9.59,5,healthy
6590,2024,6,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,6398471.78,0.3672,11.8,21,healthy
6591,2024,7,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,6398471.78,0.4852,11.8,16,healthy
6592,2024,8,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,5199576.43,0.5811,9.59,20,healthy
6593,2024,9,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,3558547.93,0.6468,6.57,24,healthy
6594,2024,10,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,2158627.62,0.6866,3.98,5,healthy
6595,2024,11,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,1214924.08,0.709,2.24,10,healthy
6596,2024,12,Maharashtra,Nagpur,Water Supply,JJM,54201558.28,655105.34,0.7211,1.21,13,healthy
6597,2024,1,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,1403574.41,0.0186,1.86,13,healthy
6598,2024,2,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,1243792.27,0.035,1.65,18,healthy
6599,2024,3,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,2209919.45,0.0642,2.92,9,healthy
6600,2024,4,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,3643103.71,0.1124,4.82,17,healthy
6601,2024,5,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,5323125.21,0.1828,7.04,13,healthy
6602,2024,6,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,6550507.9,0.2695,8.66,23,healthy
6603,2024,7,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,6550507.9,0.3561,8.66,5,healthy
6604,2024,8,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,5323125.21,0.4265,7.04,20,healthy
6605,2024,9,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,3643103.71,0.4747,4.82,8,healthy
6606,2024,10,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,2209919.45,0.504,2.92,18,healthy
6607,2024,11,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,1243792.27,0.5204,1.65,24,healthy
6608,2024,12,Maharashtra,Nagpur,Social Welfare,PMAY,75603694.51,670671.51,0.5293,0.89,18,healthy
6609,2024,1,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,4598170.76,0.0596,5.96,12,normal
6610,2024,2,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,6217476.29,0.1401,8.06,14,normal
6611,2024,3,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,5988499.96,0.2177,7.76,24,normal
6612,2024,4,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,4425132.98,0.275,5.73,9,normal
6613,2024,5,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,1896210.41,0.2996,2.46,7,normal
6614,2024,6,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,6656062.94,0.3858,8.62,6,normal
6615,2024,7,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,5281446.28,0.4543,6.84,7,normal
6616,2024,8,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,2361826.56,0.4849,3.06,18,normal
6617,2024,9,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,9182717.71,0.6038,11.9,24,normal
6618,2024,10,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,6666624.8,0.6902,8.64,15,normal
6619,2024,11,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,0.0,0.6902,0.0,6,normal
6620,2024,12,Maharashtra,Nagpur,Rural Development,MGNREGS,77187637.32,6889264.38,0.7794,8.93,20,normal
6621,2024,1,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,4651920.96,0.0664,6.64,5,normal
6622,2024,2,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,4068778.23,0.1244,5.8,17,normal
6623,2024,3,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,5731863.78,0.2062,8.18,13,normal
6624,2024,4,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,2433711.27,0.2409,3.47,13,normal
6625,2024,5,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,4231630.47,0.3012,6.04,18,normal
6626,2024,6,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,6650822.51,0.3961,9.49,13,normal
6627,2024,7,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,5679976.57,0.4771,8.1,24,normal
6628,2024,8,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,1883451.81,0.504,2.69,9,normal
6629,2024,9,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,5299736.94,0.5796,7.56,7,normal
6630,2024,10,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,0.0,0.5796,0.0,8,normal
6631,2024,11,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,11431766.71,0.7427,16.31,10,normal
6632,2024,12,Maharashtra,Nagpur,Urban Development,AMRUT,70104126.55,0.0,0.7427,0.0,4,normal
6633,2024,1,Maharashtra,Nashik,Health,NHM,102640041.74,2430450.44,0.0237,2.37,4,healthy
6634,2024,2,Maharashtra,Nashik,Health,NHM,102640041.74,2153769.29,0.0447,2.1,18,healthy
6635,2024,3,Maharashtra,Nashik,Health,NHM,102640041.74,3826729.56,0.0819,3.73,19,healthy
6636,2024,4,Maharashtra,Nashik,Health,NHM,102640041.74,6308452.85,0.1434,6.15,19,healthy
6637,2024,5,Maharashtra,Nashik,Health,NHM,102640041.74,9217603.2,0.2332,8.98,21,healthy
6638,2024,6,Maharashtra,Nashik,Health,NHM,102640041.74,11342957.4,0.3437,11.05,4,healthy
6639,2024,7,Maharashtra,Nashik,Health,NHM,102640041.74,11342957.4,0.4542,11.05,23,healthy
6640,2024,8,Maharashtra,Nashik,Health,NHM,102640041.74,9217603.2,0.544,8.98,19,healthy
6641,2024,9,Maharashtra,Nashik,Health,NHM,102640041.74,6308452.85,0.6055,6.15,11,healthy
6642,2024,10,Maharashtra,Nashik,Health,NHM,102640041.74,3826729.56,0.6428,3.73,10,healthy
6643,2024,11,Maharashtra,Nashik,Health,NHM,102640041.74,2153769.29,0.6638,2.1,22,healthy
6644,2024,12,Maharashtra,Nashik,Health,NHM,102640041.74,1161344.8,0.6751,1.13,19,healthy
6645,2024,1,Maharashtra,Nashik,Education,SSA,86778695.97,2445316.3,0.0282,2.82,6,healthy
6646,2024,2,Maharashtra,Nashik,Education,SSA,86778695.97,2166942.83,0.0531,2.5,23,healthy
6647,2024,3,Maharashtra,Nashik,Education,SSA,86778695.97,3850135.77,0.0975,4.44,23,healthy
6648,2024,4,Maharashtra,Nashik,Education,SSA,86778695.97,6347038.52,0.1707,7.31,4,healthy
6649,2024,5,Maharashtra,Nashik,Education,SSA,86778695.97,9273982.7,0.2775,10.69,11,healthy
6650,2024,6,Maharashtra,Nashik,Education,SSA,86778695.97,11412336.64,0.409,13.15,21,healthy
6651,2024,7,Maharashtra,Nashik,Education,SSA,86778695.97,11412336.64,0.5405,13.15,12,healthy
6652,2024,8,Maharashtra,Nashik,Education,SSA,86778695.97,9273982.7,0.6474,10.69,23,healthy
6653,2024,9,Maharashtra,Nashik,Education,SSA,86778695.97,6347038.52,0.7206,7.31,24,healthy
6654,2024,10,Maharashtra,Nashik,Education,SSA,86778695.97,3850135.77,0.7649,4.44,21,healthy
6655,2024,11,Maharashtra,Nashik,Education,SSA,86778695.97,2166942.83,0.7899,2.5,10,healthy
6656,2024,12,Maharashtra,Nashik,Education,SSA,86778695.97,1168448.17,0.8034,1.35,5,healthy
6657,2024,1,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,1528497.6,0.0256,2.56,24,healthy
6658,2024,2,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,1354494.27,0.0482,2.27,15,healthy
6659,2024,3,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,2406610.26,0.0885,4.03,5,healthy
6660,2024,4,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,3967353.09,0.1549,6.64,8,healthy
6661,2024,5,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,5796902.57,0.2519,9.7,5,healthy
6662,2024,6,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,7133526.75,0.3713,11.94,22,healthy
6663,2024,7,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,7133526.75,0.4906,11.94,23,healthy
6664,2024,8,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,5796902.57,0.5876,9.7,13,healthy
6665,2024,9,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,3967353.09,0.654,6.64,14,healthy
6666,2024,10,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,2406610.26,0.6943,4.03,6,healthy
6667,2024,11,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,1354494.27,0.717,2.27,5,healthy
6668,2024,12,Maharashtra,Nashik,Agriculture,PMKSY,59759831.75,730363.69,0.7292,1.22,7,healthy
6669,2024,1,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0011,0.11,9,march_rush
6670,2024,2,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0021,0.11,9,march_rush
6671,2024,3,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0032,0.11,13,march_rush
6672,2024,4,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0042,0.11,23,march_rush
6673,2024,5,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0053,0.11,23,march_rush
6674,2024,6,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0064,0.11,22,march_rush
6675,2024,7,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0074,0.11,21,march_rush
6676,2024,8,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,136392.15,0.0085,0.11,9,march_rush
6677,2024,9,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,5550568.23,0.0516,4.31,18,march_rush
6678,2024,10,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,15175770.13,0.1695,11.79,22,march_rush
6679,2024,11,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,15175770.13,0.2874,11.79,15,march_rush
6680,2024,12,Maharashtra,Nashik,Infrastructure,PMGSY,128711494.18,15175770.13,0.4053,11.79,5,march_rush
6681,2024,1,Maharashtra,Nashik,Water Supply,JJM,48286583.75,1057082.28,0.0219,2.19,14,healthy
6682,2024,2,Maharashtra,Nashik,Water Supply,JJM,48286583.75,936744.61,0.0413,1.94,15,healthy
6683,2024,3,Maharashtra,Nashik,Water Supply,JJM,48286583.75,1664369.68,0.0758,3.45,16,healthy
6684,2024,4,Maharashtra,Nashik,Water Supply,JJM,48286583.75,2743752.19,0.1326,5.68,6,healthy
6685,2024,5,Maharashtra,Nashik,Water Supply,JJM,48286583.75,4009036.7,0.2156,8.3,17,healthy
6686,2024,6,Maharashtra,Nashik,Water Supply,JJM,48286583.75,4933422.66,0.3178,10.22,21,healthy
6687,2024,7,Maharashtra,Nashik,Water Supply,JJM,48286583.75,4933422.66,0.4199,10.22,6,healthy
6688,2024,8,Maharashtra,Nashik,Water Supply,JJM,48286583.75,4009036.7,0.503,8.3,13,healthy
6689,2024,9,Maharashtra,Nashik,Water Supply,JJM,48286583.75,2743752.19,0.5598,5.68,19,healthy
6690,2024,10,Maharashtra,Nashik,Water Supply,JJM,48286583.75,1664369.68,0.5943,3.45,8,healthy
6691,2024,11,Maharashtra,Nashik,Water Supply,JJM,48286583.75,936744.61,0.6137,1.94,7,healthy
6692,2024,12,Maharashtra,Nashik,Water Supply,JJM,48286583.75,505106.79,0.6241,1.05,12,healthy
6693,2024,1,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,1657490.16,0.0227,2.27,20,healthy
6694,2024,2,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,1468802.39,0.0428,2.01,10,healthy
6695,2024,3,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,2609708.26,0.0785,3.57,10,healthy
6696,2024,4,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,4302164.88,0.1374,5.89,23,healthy
6697,2024,5,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,6286113.2,0.2235,8.6,5,healthy
6698,2024,6,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,7735537.4,0.3293,10.59,7,healthy
6699,2024,7,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,7735537.4,0.4352,10.59,22,healthy
6700,2024,8,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,6286113.2,0.5213,8.6,24,healthy
6701,2024,9,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,4302164.88,0.5802,5.89,20,healthy
6702,2024,10,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,2609708.26,0.6159,3.57,6,healthy
6703,2024,11,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,1468802.39,0.636,2.01,19,healthy
6704,2024,12,Maharashtra,Nashik,Social Welfare,PMAY,73054716.97,792000.34,0.6468,1.08,23,healthy
6705,2024,1,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,5508327.56,0.0554,5.54,23,normal
6706,2024,2,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,6404563.89,0.1198,6.44,11,normal
6707,2024,3,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,4734554.71,0.1674,4.76,13,normal
6708,2024,4,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,6713283.08,0.2349,6.75,10,normal
6709,2024,5,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,9111538.59,0.3265,9.16,4,normal
6710,2024,6,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,1134953.9,0.3379,1.14,7,normal
6711,2024,7,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,3415370.81,0.3723,3.43,4,normal
6712,2024,8,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,10113949.08,0.4739,10.17,18,normal
6713,2024,9,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,5353813.12,0.5278,5.38,24,normal
6714,2024,10,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,7394709.05,0.6021,7.44,7,normal
6715,2024,11,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,3852961.91,0.6409,3.87,10,normal
6716,2024,12,Maharashtra,Nashik,Rural Development,MGNREGS,99454740.21,568413.05,0.6466,0.57,23,normal
6717,2024,1,Maharashtra,Nashik,Urban Development,AMRUT,75879942.74,1851298.19,0.0244,2.44,5,healthy
6718,2024,2,Maharashtra,Nashik,Urban Development,AMRUT,75879942.74,1640547.42,0.046,2.16,14,healthy
6719,2024,3,Maharashtra,Nashik,Urban Development,AMRUT,75879942.74,2914857.84,0.0844,3.84,15,healthy
6720,2024,4,Maharashtra,Nashik,Urban Development,AMRUT,75879942.74,4805211.06,0.1478,6.33,21,healthy
6721,2024,5,Maharashtra,Nashik,Urban Development,AMRUT,75879942.74,7021139.72,0.2403,9.25,24,healthy
6722,2024,6,Maharashtra,Nashik,Urban Development,AMRUT,75879942.74,8640043.08,0.3542,11.39,10,healthy
