release_id,year,month,state,district,department,scheme,from_level,to_level,from_entity,to_entity,amount_released,amount_received,absorption_ratio,gap_amount
12341,2024,9,Maharashtra,Solapur,Education,SSA,State,District,Maharashtra,Solapur,7415467.53,7341312.85,0.99,74154.68
12342,2024,9,Maharashtra,Solapur,Education,SSA,District,Department,Solapur,Education - SSA,7285763.09,6797616.96,0.933,488146.13
12343,2024,9,Maharashtra,Solapur,Health,NHM,Central,State,Central Government,Maharashtra,7764767.05,7580742.07,0.9763,184024.98
12344,2024,9,Maharashtra,Solapur,Health,NHM,State,District,Maharashtra,Solapur,7373160.45,7244130.14,0.9825,129030.31
12345,2024,9,Maharashtra,Solapur,Health,NHM,District,Department,Solapur,Health - NHM,7163851.51,6895923.46,0.9626,267928.05
12346,2024,9,Maharashtra,Solapur,Infrastructure,PMGSY,Central,State,Central Government,Maharashtra,11861695.46,10759743.95,0.9071,1101951.51
12347,2024,9,Maharashtra,Solapur,Infrastructure,PMGSY,State,District,Maharashtra,Solapur,10374141.12,8446625.7,0.8142,1927515.42
12348,2024,9,Maharashtra,Solapur,Infrastructure,PMGSY,District,Department,Solapur,Infrastructure - PMGSY,8313252.53,6603216.48,0.7943,1710036.05
12349,2024,9,Maharashtra,Solapur,Rural Development,MGNREGS,Central,State,Central Government,Maharashtra,7182279.95,6882778.88,0.9583,299501.07
12350,2024,9,Maharashtra,Solapur,Rural Development,MGNREGS,State,District,Maharashtra,Solapur,6817477.98,6026650.53,0.884,790827.45
12351,2024,9,Maharashtra,Solapur,Rural Development,MGNREGS,District,Department,Solapur,Rural Development - MGNREGS,5961406.06,5483897.43,0.9199,477508.63
12352,2024,9,Maharashtra,Solapur,Social Welfare,PMAY,Central,State,Central Government,Maharashtra,6640207.67,6540604.55,0.985,99603.12
12353,2024,9,Maharashtra,Solapur,Social Welfare,PMAY,State,District,Maharashtra,Solapur,6430122.41,6179990.65,0.9611,250131.76
12354,2024,9,Maharashtra,Solapur,Social Welfare,PMAY,District,Department,Solapur,Social Welfare - PMAY,6096715.33,5829679.2,0.9562,267036.13
12355,2024,9,Maharashtra,Solapur,Urban Development,AMRUT,Central,State,Central Government,Maharashtra,5610528.53,5451750.57,0.9717,158777.96
12356,2024,9,Maharashtra,Solapur,Urban Development,AMRUT,State,District,Maharashtra,Solapur,5301490.48,4676444.75,0.8821,625045.73
12357,2024,9,Maharashtra,Solapur,Urban Development,AMRUT,District,Department,Solapur,Urban Development - AMRUT,4573344.98,3972407.45,0.8686,600937.53
12358,2024,9,Maharashtra,Solapur,Water Supply,JJM,Central,State,Central Government,Maharashtra,4630154.7,4492639.11,0.9703,137515.59
12359,2024,9,Maharashtra,Solapur,Water Supply,JJM,State,District,Maharashtra,Solapur,4353994.15,4268655.86,0.9804,85338.29
12360,2024,9,Maharashtra,Solapur,Water Supply,JJM,District,Department,Solapur,Water Supply - JJM,4171057.82,3839458.72,0.9205,331599.1
12361,2024,9,Rajasthan,Ajmer,Agriculture,PMKSY,Central,State,Central Government,Rajasthan,4724312.85,4609984.48,0.9758,114328.37
12362,2024,9,Rajasthan,Ajmer,Agriculture,PMKSY,State,District,Rajasthan,Ajmer,4489560.31,4310875.81,0.9602,178684.5
12363,2024,9,Rajasthan,Ajmer,Agriculture,PMKSY,District,Department,Ajmer,Agriculture - PMKSY,4296214.35,3961539.25,0.9221,334675.1
12364,2024,9,Rajasthan,Ajmer,Education,SSA,Central,State,Central Government,Rajasthan,6461075.69,6309886.52,0.9766,151189.17
12365,2024,9,Rajasthan,Ajmer,Education,SSA,State,District,Rajasthan,Ajmer,6297026.52,5590500.14,0.8878,706526.38
12366,2024,9,Rajasthan,Ajmer,Education,SSA,District,Department,Ajmer,Education - SSA,5459488.11,4657489.31,0.8531,801998.8
12367,2024,9,Rajasthan,Ajmer,Health,NHM,Central,State,Central Government,Rajasthan,6472171.87,6294187.14,0.9725,177984.73
12368,2024,9,Rajasthan,Ajmer,Health,NHM,State,District,Rajasthan,Ajmer,6243171.71,5904167.49,0.9457,339004.22
12369,2024,9,Rajasthan,Ajmer,Health,NHM,District,Department,Ajmer,Health - NHM,5760486.14,5449995.94,0.9461,310490.2
12370,2024,9,Rajasthan,Ajmer,Infrastructure,PMGSY,Central,State,Central Government,Rajasthan,9168270.99,8389884.78,0.9151,778386.21
12371,2024,9,Rajasthan,Ajmer,Infrastructure,PMGSY,State,District,Rajasthan,Ajmer,8091137.89,6726162.93,0.8313,1364974.96
12372,2024,9,Rajasthan,Ajmer,Infrastructure,PMGSY,District,Department,Ajmer,Infrastructure - PMGSY,6432985.7,5504705.86,0.8557,928279.84
12373,2024,9,Rajasthan,Ajmer,Rural Development,MGNREGS,Central,State,Central Government,Rajasthan,6222112.37,6111358.77,0.9822,110753.6
12374,2024,9,Rajasthan,Ajmer,Rural Development,MGNREGS,State,District,Rajasthan,Ajmer,5818270.36,5690850.24,0.9781,127420.12
12375,2024,9,Rajasthan,Ajmer,Rural Development,MGNREGS,District,Department,Ajmer,Rural Development - MGNREGS,5588952.03,5411223.36,0.9682,177728.67
12376,2024,9,Rajasthan,Ajmer,Social Welfare,PMAY,Central,State,Central Government,Rajasthan,4651541.79,4313839.86,0.9274,337701.93
12377,2024,9,Rajasthan,Ajmer,Social Welfare,PMAY,State,District,Rajasthan,Ajmer,4180438.8,3710557.48,0.8876,469881.32
12378,2024,9,Rajasthan,Ajmer,Social Welfare,PMAY,District,Department,Ajmer,Social Welfare - PMAY,3659150.34,3291405.73,0.8995,367744.61
12379,2024,9,Rajasthan,Ajmer,Urban Development,AMRUT,Central,State,Central Government,Rajasthan,4001309.26,2714888.33,0.6785,1286420.93
12380,2024,9,Rajasthan,Ajmer,Urban Development,AMRUT,State,District,Rajasthan,Ajmer,2589596.9,2030761.89,0.7842,558835.01
12381,2024,9,Rajasthan,Ajmer,Urban Development,AMRUT,District,Department,Ajmer,Urban Development - AMRUT,1952889.26,1272502.64,0.6516,680386.62
12382,2024,9,Rajasthan,Ajmer,Water Supply,JJM,Central,State,Central Government,Rajasthan,3609564.59,3382883.93,0.9372,226680.66
12383,2024,9,Rajasthan,Ajmer,Water Supply,JJM,State,District,Rajasthan,Ajmer,3334516.94,3191466.16,0.9571,143050.78
12384,2024,9,Rajasthan,Ajmer,Water Supply,JJM,District,Department,Ajmer,Water Supply - JJM,3061030.74,2748805.6,0.898,312225.14
12385,2024,9,Rajasthan,Bikaner,Agriculture,PMKSY,Central,State,Central Government,Rajasthan,4676037.37,4627406.58,0.9896,48630.79
12386,2024,9,Rajasthan,Bikaner,Agriculture,PMKSY,State,District,Rajasthan,Bikaner,4465197.28,4199071.52,0.9404,266125.76
12387,2024,9,Rajasthan,Bikaner,Agriculture,PMKSY,District,Department,Bikaner,Agriculture - PMKSY,4097378.4,3800318.47,0.9275,297059.93
12388,2024,9,Rajasthan,Bikaner,Education,SSA,Central,State,Central Government,Rajasthan,5984312.56,4642031.25,0.7757,1342281.31
12389,2024,9,Rajasthan,Bikaner,Education,SSA,State,District,Rajasthan,Bikaner,4579888.21,3219203.42,0.7029,1360684.79
12390,2024,9,Rajasthan,Bikaner,Education,SSA,District,Department,Bikaner,Education - SSA,3167194.86,2155909.54,0.6807,1011285.32
12391,2024,9,Rajasthan,Bikaner,Health,NHM,Central,State,Central Government,Rajasthan,6694614.54,6384653.89,0.9537,309960.65
12392,2024,9,Rajasthan,Bikaner,Health,NHM,State,District,Rajasthan,Bikaner,6277973.59,5587396.5,0.89,690577.09
12393,2024,9,Rajasthan,Bikaner,Health,NHM,District,Department,Bikaner,Health - NHM,5383095.2,4741430.25,0.8808,641664.95
12394,2024,9,Rajasthan,Bikaner,Infrastructure,PMGSY,Central,State,Central Government,Rajasthan,8535574.61,7944059.29,0.9307,591515.32
12395,2024,9,Rajasthan,Bikaner,Infrastructure,PMGSY,State,District,Rajasthan,Bikaner,7692786.18,6316546.73,0.8211,1376239.45
12396,2024,9,Rajasthan,Bikaner,Infrastructure,PMGSY,District,Department,Bikaner,Infrastructure - PMGSY,6080139.22,4873231.58,0.8015,1206907.64
12397,2024,9,Rajasthan,Bikaner,Rural Development,MGNREGS,Central,State,Central Government,Rajasthan,5474164.36,5361396.57,0.9794,112767.79
12398,2024,9,Rajasthan,Bikaner,Rural Development,MGNREGS,State,District,Rajasthan,Bikaner,5283289.25,5076184.31,0.9608,207104.94
12399,2024,9,Rajasthan,Bikaner,Rural Development,MGNREGS,District,Department,Bikaner,Rural Development - MGNREGS,5048198.19,4892713.69,0.9692,155484.5
12400,2024,9,Rajasthan,Bikaner,Social Welfare,PMAY,Central,State,Central Government,Rajasthan,5695118.83,5568117.68,0.9777,127001.15
12401,2024,9,Rajasthan,Bikaner,Social Welfare,PMAY,State,District,Rajasthan,Bikaner,5431123.41,5232887.41,0.9635,198236.0
12402,2024,9,Rajasthan,Bikaner,Social Welfare,PMAY,District,Department,Bikaner,Social Welfare - PMAY,5188822.96,4770603.83,0.9194,418219.13
12403,2024,9,Rajasthan,Bikaner,Urban Development,AMRUT,Central,State,Central Government,Rajasthan,3813081.02,3699069.9,0.9701,114011.12
12404,2024,9,Rajasthan,Bikaner,Urban Development,AMRUT,State,District,Rajasthan,Bikaner,3614521.76,3238250.04,0.8959,376271.72
12405,2024,9,Rajasthan,Bikaner,Urban Development,AMRUT,District,Department,Bikaner,Urban Development - AMRUT,3133776.84,2859884.74,0.9126,273892.1
12406,2024,9,Rajasthan,Bikaner,Water Supply,JJM,Central,State,Central Government,Rajasthan,3366624.7,3305352.13,0.9818,61272.57
12407,2024,9,Rajasthan,Bikaner,Water Supply,JJM,State,District,Rajasthan,Bikaner,3201644.07,3071337.16,0.9593,130306.91
12408,2024,9,Rajasthan,Bikaner,Water Supply,JJM,District,Department,Bikaner,Water Supply - JJM,3053611.12,2939711.43,0.9627,113899.69
12409,2024,9,Rajasthan,Jaipur,Agriculture,PMKSY,Central,State,Central Government,Rajasthan,4935933.84,4563764.43,0.9246,372169.41
12410,2024,9,Rajasthan,Jaipur,Agriculture,PMKSY,State,District,Rajasthan,Jaipur,4444069.75,4047658.73,0.9108,396411.02
12411,2024,9,Rajasthan,Jaipur,Agriculture,PMKSY,District,Department,Jaipur,Agriculture - PMKSY,3916842.05,3357517.01,0.8572,559325.04
12412,2024,9,Rajasthan,Jaipur,Education,SSA,Central,State,Central Government,Rajasthan,5115379.41,4742979.79,0.9272,372399.62
12413,2024,9,Rajasthan,Jaipur,Education,SSA,State,District,Rajasthan,Jaipur,4662540.74,4205145.49,0.9019,457395.25
12414,2024,9,Rajasthan,Jaipur,Education,SSA,District,Department,Jaipur,Education - SSA,4085543.48,3487828.47,0.8537,597715.01
12415,2024,9,Rajasthan,Jaipur,Health,NHM,Central,State,Central Government,Rajasthan,7495955.24,7088924.87,0.9457,407030.37
12416,2024,9,Rajasthan,Jaipur,Health,NHM,State,District,Rajasthan,Jaipur,6743069.55,6231270.57,0.9241,511798.98
12417,2024,9,Rajasthan,Jaipur,Health,NHM,District,Department,Jaipur,Health - NHM,6190877.6,5597172.44,0.9041,593705.16
12418,2024,9,Rajasthan,Jaipur,Infrastructure,PMGSY,Central,State,Central Government,Rajasthan,7974843.05,6763464.39,0.8481,1211378.66
12419,2024,9,Rajasthan,Jaipur,Infrastructure,PMGSY,State,District,Rajasthan,Jaipur,6647720.24,5980289.13,0.8996,667431.11
12420,2024,9,Rajasthan,Jaipur,Infrastructure,PMGSY,District,Department,Jaipur,Infrastructure - PMGSY,5852436.25,5087522.83,0.8693,764913.42
12421,2024,9,Rajasthan,Jaipur,Rural Development,MGNREGS,Central,State,Central Government,Rajasthan,5657857.26,5215412.82,0.9218,442444.44
12422,2024,9,Rajasthan,Jaipur,Rural Development,MGNREGS,State,District,Rajasthan,Jaipur,5181400.44,4831655.91,0.9325,349744.53
12423,2024,9,Rajasthan,Jaipur,Rural Development,MGNREGS,District,Department,Jaipur,Rural Development - MGNREGS,4590422.74,4015242.77,0.8747,575179.97
12424,2024,9,Rajasthan,Jaipur,Social Welfare,PMAY,Central,State,Central Government,Rajasthan,5717285.86,3744250.51,0.6549,1973035.35
12425,2024,9,Rajasthan,Jaipur,Social Welfare,PMAY,State,District,Rajasthan,Jaipur,3557646.04,2385757.43,0.6706,1171888.61
12426,2024,9,Rajasthan,Jaipur,Social Welfare,PMAY,District,Department,Jaipur,Social Welfare - PMAY,2375498.68,1746466.63,0.7352,629032.05
12427,2024,9,Rajasthan,Jaipur,Urban Development,AMRUT,Central,State,Central Government,Rajasthan,5083862.3,4828652.41,0.9498,255209.89
12428,2024,9,Rajasthan,Jaipur,Urban Development,AMRUT,State,District,Rajasthan,Jaipur,4667377.35,4174502.3,0.8944,492875.05
12429,2024,9,Rajasthan,Jaipur,Urban Development,AMRUT,District,Department,Jaipur,Urban Development - AMRUT,4135934.46,3546150.21,0.8574,589784.25
12430,2024,9,Rajasthan,Jaipur,Water Supply,JJM,Central,State,Central Government,Rajasthan,4229305.7,4156138.71,0.9827,73166.99
12431,2024,9,Rajasthan,Jaipur,Water Supply,JJM,State,District,Rajasthan,Jaipur,3969877.26,3834901.43,0.966,134975.83
12432,2024,9,Rajasthan,Jaipur,Water Supply,JJM,District,Department,Jaipur,Water Supply - JJM,3753893.22,3592851.2,0.9571,161042.02
12433,2024,9,Rajasthan,Jodhpur,Agriculture,PMKSY,Central,State,Central Government,Rajasthan,4093412.88,3792137.69,0.9264,301275.19
12434,2024,9,Rajasthan,Jodhpur,Agriculture,PMKSY,State,District,Rajasthan,Jodhpur,3710515.94,3592892.58,0.9683,117623.36
12435,2024,9,Rajasthan,Jodhpur,Agriculture,PMKSY,District,Department,Jodhpur,Agriculture - PMKSY,3452319.43,3172681.56,0.919,279637.87
12436,2024,9,Rajasthan,Jodhpur,Education,SSA,Central,State,Central Government,Rajasthan,6156388.47,4917107.47,0.7987,1239281.0
12437,2024,9,Rajasthan,Jodhpur,Education,SSA,State,District,Rajasthan,Jodhpur,4693290.88,3163747.38,0.6741,1529543.5
12438,2024,9,Rajasthan,Jodhpur,Education,SSA,District,Department,Jodhpur,Education - SSA,3014693.16,1976734.31,0.6557,1037958.85
12439,2024,9,Rajasthan,Jodhpur,Health,NHM,Central,State,Central Government,Rajasthan,6748312.35,6137590.08,0.9095,610722.27
12440,2024,9,Rajasthan,Jodhpur,Health,NHM,State,District,Rajasthan,Jodhpur,6003291.26,5226465.37,0.8706,776825.89
12441,2024,9,Rajasthan,Jodhpur,Health,NHM,District,Department,Jodhpur,Health - NHM,5151382.7,4449764.38,0.8638,701618.32
12442,2024,9,Rajasthan,Jodhpur,Infrastructure,PMGSY,Central,State,Central Government,Rajasthan,9980071.57,8720586.54,0.8738,1259485.03
12443,2024,9,Rajasthan,Jodhpur,Infrastructure,PMGSY,State,District,Rajasthan,Jodhpur,8620755.14,7016432.61,0.8139,1604322.53
12444,2024,9,Rajasthan,Jodhpur,Infrastructure,PMGSY,District,Department,Jodhpur,Infrastructure - PMGSY,6746243.47,5267466.9,0.7808,1478776.57
12445,2024,9,Rajasthan,Jodhpur,Rural Development,MGNREGS,Central,State,Central Government,Rajasthan,5459446.22,4130617.01,0.7566,1328829.21
12446,2024,9,Rajasthan,Jodhpur,Rural Development,MGNREGS,State,District,Rajasthan,Jodhpur,4072767.64,3002444.3,0.7372,1070323.34
12447,2024,9,Rajasthan,Jodhpur,Rural Development,MGNREGS,District,Department,Jodhpur,Rural Development - MGNREGS,2873994.41,1980756.95,0.6892,893237.46
12448,2024,9,Rajasthan,Jodhpur,Social Welfare,PMAY,Central,State,Central Government,Rajasthan,5285517.47,5169236.09,0.978,116281.38
12449,2024,9,Rajasthan,Jodhpur,Social Welfare,PMAY,State,District,Rajasthan,Jodhpur,5057829.52,4895473.19,0.9679,162356.33
12450,2024,9,Rajasthan,Jodhpur,Social Welfare,PMAY,District,Department,Jodhpur,Social Welfare - PMAY,4679845.57,4313413.66,0.9217,366431.91
12451,2024,9,Rajasthan,Jodhpur,Urban Development,AMRUT,Central,State,Central Government,Rajasthan,5197586.45,5017230.2,0.9653,180356.25
12452,2024,9,Rajasthan,Jodhpur,Urban Development,AMRUT,State,District,Rajasthan,Jodhpur,4786893.9,4225391.25,0.8827,561502.65
12453,2024,9,Rajasthan,Jodhpur,Urban Development,AMRUT,District,Department,Jodhpur,Urban Development - AMRUT,4202697.47,3798397.97,0.9038,404299.5
12454,2024,9,Rajasthan,Jodhpur,Water Supply,JJM,Central,State,Central Government,Rajasthan,4077784.4,3763387.22,0.9229,314397.18
12455,2024,9,Rajasthan,Jodhpur,Water Supply,JJM,State,District,Rajasthan,Jodhpur,3667007.44,3276837.85,0.8936,390169.59
12456,2024,9,Rajasthan,Jodhpur,Water Supply,JJM,District,Department,Jodhpur,Water Supply - JJM,3215036.71,2758823.0,0.8581,456213.71
12457,2024,9,Rajasthan,Kota,Agriculture,PMKSY,Central,State,Central Government,Rajasthan,4221935.53,3827184.56,0.9065,394750.97
12458,2024,9,Rajasthan,Kota,Agriculture,PMKSY,State,District,Rajasthan,Kota,3768549.43,3464804.35,0.9194,303745.08
12459,2024,9,Rajasthan,Kota,Agriculture,PMKSY,District,Department,Kota,Agriculture - PMKSY,3398580.02,3098145.55,0.9116,300434.47
12460,2024,9,Rajasthan,Kota,Education,SSA,Central,State,Central Government,Rajasthan,6545578.95,6163317.14,0.9416,382261.81
12461,2024,9,Rajasthan,Kota,Education,SSA,State,District,Rajasthan,Kota,6158496.19,5638719.11,0.9156,519777.08
12462,2024,9,Rajasthan,Kota,Education,SSA,District,Department,Kota,Education - SSA,5388487.04,4954713.83,0.9195,433773.21
12463,2024,9,Rajasthan,Kota,Health,NHM,Central,State,Central Government,Rajasthan,6180306.14,5868200.68,0.9495,312105.46
12464,2024,9,Rajasthan,Kota,Health,NHM,State,District,Rajasthan,Kota,5665482.36,5214509.96,0.9204,450972.4
12465,2024,9,Rajasthan,Kota,Health,NHM,District,Department,Kota,Health - NHM,5099455.17,4420207.74,0.8668,679247.43
12466,2024,9,Rajasthan,Kota,Infrastructure,PMGSY,Central,State,Central Government,Rajasthan,9069728.66,8419429.12,0.9283,650299.54
12467,2024,9,Rajasthan,Kota,Infrastructure,PMGSY,State,District,Rajasthan,Kota,8110650.7,6892430.96,0.8498,1218219.74
12468,2024,9,Rajasthan,Kota,Infrastructure,PMGSY,District,Department,Kota,Infrastructure - PMGSY,6640251.62,5724560.92,0.8621,915690.7
12469,2024,9,Rajasthan,Kota,Rural Development,MGNREGS,Central,State,Central Government,Rajasthan,6392855.47,5157755.79,0.8068,1235099.68
12470,2024,9,Rajasthan,Kota,Rural Development,MGNREGS,State,District,Rajasthan,Kota,4943721.79,3130364.64,0.6332,1813357.15
12471,2024,9,Rajasthan,Kota,Rural Development,MGNREGS,District,Department,Kota,Rural Development - MGNREGS,2992532.1,1867938.54,0.6242,1124593.56
12472,2024,9,Rajasthan,Kota,Social Welfare,PMAY,Central,State,Central Government,Rajasthan,4820574.29,4759835.05,0.9874,60739.24
12473,2024,9,Rajasthan,Kota,Social Welfare,PMAY,State,District,Rajasthan,Kota,4606862.38,4449768.37,0.9659,157094.01
12474,2024,9,Rajasthan,Kota,Social Welfare,PMAY,District,Department,Kota,Social Welfare - PMAY,4235779.19,3875314.38,0.9149,360464.81
12475,2024,9,Rajasthan,Kota,Urban Development,AMRUT,Central,State,Central Government,Rajasthan,3962448.29,3891520.47,0.9821,70927.82
12476,2024,9,Rajasthan,Kota,Urban Development,AMRUT,State,District,Rajasthan,Kota,3707884.96,3577367.41,0.9648,130517.55
12477,2024,9,Rajasthan,Kota,Urban Development,AMRUT,District,Department,Kota,Urban Development - AMRUT,3434415.5,2992062.78,0.8712,442352.72
12478,2024,9,Rajasthan,Kota,Water Supply,JJM,Central,State,Central Government,Rajasthan,3844215.9,3758105.46,0.9776,86110.44
12479,2024,9,Rajasthan,Kota,Water Supply,JJM,State,District,Rajasthan,Kota,3695632.21,3653871.57,0.9887,41760.64
12480,2024,9,Rajasthan,Kota,Water Supply,JJM,District,Department,Kota,Water Supply - JJM,3581968.22,3424719.82,0.9561,157248.4
12481,2024,9,Uttar Pradesh,Agra,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,3806842.2,2904620.6,0.763,902221.6
12482,2024,9,Uttar Pradesh,Agra,Agriculture,PMKSY,State,District,Uttar Pradesh,Agra,2825302.64,2202040.88,0.7794,623261.76
12483,2024,9,Uttar Pradesh,Agra,Agriculture,PMKSY,District,Department,Agra,Agriculture - PMKSY,2134681.67,1498333.06,0.7019,636348.61
12484,2024,9,Uttar Pradesh,Agra,Education,SSA,Central,State,Central Government,Uttar Pradesh,5412806.43,5278568.83,0.9752,134237.6
12485,2024,9,Uttar Pradesh,Agra,Education,SSA,State,District,Uttar Pradesh,Agra,5113909.8,4884806.64,0.9552,229103.16
12486,2024,9,Uttar Pradesh,Agra,Education,SSA,District,Department,Agra,Education - SSA,4702573.76,4338124.29,0.9225,364449.47
12487,2024,9,Uttar Pradesh,Agra,Health,NHM,Central,State,Central Government,Uttar Pradesh,6992675.96,3272572.35,0.468,3720103.61
12488,2024,9,Uttar Pradesh,Agra,Health,NHM,State,District,Uttar Pradesh,Agra,3254142.13,1480960.08,0.4551,1773182.05
12489,2024,9,Uttar Pradesh,Agra,Health,NHM,District,Department,Agra,Health - NHM,1411744.58,763471.47,0.5408,648273.11
12490,2024,9,Uttar Pradesh,Agra,Infrastructure,PMGSY,Central,State,Central Government,Uttar Pradesh,8595928.35,7683900.35,0.8939,912028.0
12491,2024,9,Uttar Pradesh,Agra,Infrastructure,PMGSY,State,District,Uttar Pradesh,Agra,7520427.03,6296853.55,0.8373,1223573.48
12492,2024,9,Uttar Pradesh,Agra,Infrastructure,PMGSY,District,Department,Agra,Infrastructure - PMGSY,6190735.6,5139548.7,0.8302,1051186.9
12493,2024,9,Uttar Pradesh,Agra,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,5213853.87,5143466.84,0.9865,70387.03
12494,2024,9,Uttar Pradesh,Agra,Rural Development,MGNREGS,State,District,Uttar Pradesh,Agra,5073443.96,4868984.17,0.9597,204459.79
12495,2024,9,Uttar Pradesh,Agra,Rural Development,MGNREGS,District,Department,Agra,Rural Development - MGNREGS,4831886.84,4667602.69,0.966,164284.15
12496,2024,9,Uttar Pradesh,Agra,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,4749930.61,3271277.21,0.6887,1478653.4
12497,2024,9,Uttar Pradesh,Agra,Social Welfare,PMAY,State,District,Uttar Pradesh,Agra,3257503.85,2130733.27,0.6541,1126770.58
12498,2024,9,Uttar Pradesh,Agra,Social Welfare,PMAY,District,Department,Agra,Social Welfare - PMAY,2029355.46,1317254.63,0.6491,712100.83
12499,2024,9,Uttar Pradesh,Agra,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,3672589.53,2997567.57,0.8162,675021.96
12500,2024,9,Uttar Pradesh,Agra,Urban Development,AMRUT,State,District,Uttar Pradesh,Agra,2943204.53,2328957.74,0.7913,614246.79
12501,2024,9,Uttar Pradesh,Agra,Urban Development,AMRUT,District,Department,Agra,Urban Development - AMRUT,2223266.24,1354191.47,0.6091,869074.77
12502,2024,9,Uttar Pradesh,Agra,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3759593.37,3719365.72,0.9893,40227.65
12503,2024,9,Uttar Pradesh,Agra,Water Supply,JJM,State,District,Uttar Pradesh,Agra,3626887.65,3418704.3,0.9426,208183.35
12504,2024,9,Uttar Pradesh,Agra,Water Supply,JJM,District,Department,Agra,Water Supply - JJM,3285583.14,3062820.6,0.9322,222762.54
12505,2024,9,Uttar Pradesh,Ghaziabad,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,3582767.62,2356744.54,0.6578,1226023.08
12506,2024,9,Uttar Pradesh,Ghaziabad,Agriculture,PMKSY,State,District,Uttar Pradesh,Ghaziabad,2345537.36,1671899.03,0.7128,673638.33
12507,2024,9,Uttar Pradesh,Ghaziabad,Agriculture,PMKSY,District,Department,Ghaziabad,Agriculture - PMKSY,1644390.51,1003242.65,0.6101,641147.86
12508,2024,9,Uttar Pradesh,Ghaziabad,Education,SSA,Central,State,Central Government,Uttar Pradesh,4881517.76,4651110.12,0.9528,230407.64
12509,2024,9,Uttar Pradesh,Ghaziabad,Education,SSA,State,District,Uttar Pradesh,Ghaziabad,4624900.19,4267857.9,0.9228,357042.29
12510,2024,9,Uttar Pradesh,Ghaziabad,Education,SSA,District,Department,Ghaziabad,Education - SSA,4241785.38,3846450.98,0.9068,395334.4
12511,2024,9,Uttar Pradesh,Ghaziabad,Health,NHM,Central,State,Central Government,Uttar Pradesh,5690992.84,2882487.87,0.5065,2808504.97
12512,2024,9,Uttar Pradesh,Ghaziabad,Health,NHM,State,District,Uttar Pradesh,Ghaziabad,2833155.63,1541803.29,0.5442,1291352.34
12513,2024,9,Uttar Pradesh,Ghaziabad,Health,NHM,District,Department,Ghaziabad,Health - NHM,1487123.22,750551.09,0.5047,736572.13
12514,2024,9,Uttar Pradesh,Ghaziabad,Infrastructure,PMGSY,Central,State,Central Government,Uttar Pradesh,7780220.73,7378761.34,0.9484,401459.39
12515,2024,9,Uttar Pradesh,Ghaziabad,Infrastructure,PMGSY,State,District,Uttar Pradesh,Ghaziabad,7047992.97,5894941.32,0.8364,1153051.65
12516,2024,9,Uttar Pradesh,Ghaziabad,Infrastructure,PMGSY,District,Department,Ghaziabad,Infrastructure - PMGSY,5758639.91,4893692.2,0.8498,864947.71
12517,2024,9,Uttar Pradesh,Ghaziabad,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,4864449.92,4790023.84,0.9847,74426.08
12518,2024,9,Uttar Pradesh,Ghaziabad,Rural Development,MGNREGS,State,District,Uttar Pradesh,Ghaziabad,4741071.93,4388810.29,0.9257,352261.64
12519,2024,9,Uttar Pradesh,Ghaziabad,Rural Development,MGNREGS,District,Department,Ghaziabad,Rural Development - MGNREGS,4216479.86,3717248.64,0.8816,499231.22
12520,2024,9,Uttar Pradesh,Ghaziabad,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,4540365.73,3635924.88,0.8008,904440.85
12521,2024,9,Uttar Pradesh,Ghaziabad,Social Welfare,PMAY,State,District,Uttar Pradesh,Ghaziabad,3628605.08,2645253.1,0.729,983351.98
12522,2024,9,Uttar Pradesh,Ghaziabad,Social Welfare,PMAY,District,Department,Ghaziabad,Social Welfare - PMAY,2582682.2,1556582.56,0.6027,1026099.64
12523,2024,9,Uttar Pradesh,Ghaziabad,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,4501906.13,4114742.2,0.914,387163.93
12524,2024,9,Uttar Pradesh,Ghaziabad,Urban Development,AMRUT,State,District,Uttar Pradesh,Ghaziabad,3920271.24,3567838.86,0.9101,352432.38
12525,2024,9,Uttar Pradesh,Ghaziabad,Urban Development,AMRUT,District,Department,Ghaziabad,Urban Development - AMRUT,3449543.34,3085961.47,0.8946,363581.87
12526,2024,9,Uttar Pradesh,Ghaziabad,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3662956.8,3492995.6,0.9536,169961.2
12527,2024,9,Uttar Pradesh,Ghaziabad,Water Supply,JJM,State,District,Uttar Pradesh,Ghaziabad,3400776.53,3053217.17,0.8978,347559.36
12528,2024,9,Uttar Pradesh,Ghaziabad,Water Supply,JJM,District,Department,Ghaziabad,Water Supply - JJM,3046015.44,2607389.22,0.856,438626.22
12529,2024,9,Uttar Pradesh,Kanpur,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,4298252.79,3034566.47,0.706,1263686.32
